age,height,income,status_after_a_month
26,65,20000,1
35,75,60000,1
49,71,100000,1
28,67,70000,1
24,73,100000,1
36,71,150000,1
35,76,250000,1
28,71,100000,1
38,69,100000,1
29,71,100000,1
58,74,80000,1
33,68,100000,1
25,75,100000,1
29,71,250000,1
28,74,40000,1
25,68,20000,1
40,70,50000,1
25,71,20000,1
37,72,80000,1
34,72,50000,1
25,71,150000,1
30,72,1000000,1
43,75,50000,1
29,72,100000,1
41,72,20000,1
19,71,20000,1
45,73,80000,1
35,71,50000,1
48,72,70000,1
33,71,100000,1
48,70,150000,1
40,70,100000,1
27,74,60000,1
30,70,100000,1
31,74,100000,1
25,74,50000,1
25,72,40000,1
49,70,20000,1
38,70,40000,1
33,74,30000,1
20,74,80000,1
31,74,80000,1
39,65,100000,1
28,70,100000,1
41,64,500000,1
41,72,150000,1
22,71,250000,1
30,76,20000,1
66,73,150000,1
51,71,40000,1
42,74,1000000,1
23,71,20000,1
35,72,150000,1
22,71,20000,1
25,73,30000,1
43,69,40000,1
40,73,20000,1
22,67,70000,1
28,68,250000,1
22,73,100000,1
41,70,30000,1
23,71,20000,1
19,72,20000,1
31,72,80000,1
44,72,100000,1
19,70,20000,1
24,75,100000,1
30,74,100000,1
25,69,60000,1
29,68,100000,1
31,73,20000,1
39,72,100000,1
48,69,80000,1
54,71,20000,1
23,66,20000,1
27,69,20000,1
41,72,100000,1
27,69,20000,1
28,69,70000,1
24,75,20000,1
23,71,20000,1
31,68,40000,1
41,63,70000,1
27,74,20000,1
26,73,20000,1
68,70,50000,1
34,71,100000,1
28,71,30000,1
36,72,100000,1
23,72,80000,1
41,72,250000,1
32,72,100000,1
22,76,20000,1
39,68,250000,1
40,70,60000,1
26,65,100000,1
32,59,80000,1
32,69,50000,1
37,73,150000,1
44,68,20000,1
42,71,100000,1
36,73,70000,1
24,67,80000,1
30,72,50000,1
34,70,150000,1
36,65,150000,1
31,72,100000,1
42,69,100000,1
38,64,50000,1
27,74,30000,0
31,70,100000,1
29,70,1000000,1
55,70,150000,1
37,70,80000,1
41,70,70000,1
36,72,80000,1
36,68,50000,1
22,74,50000,1
23,72,20000,1
30,70,150000,1
24,74,40000,1
30,69,100000,1
55,72,80000,1
39,68,100000,1
35,67,30000,1
37,72,150000,1
23,74,1000000,1
23,75,20000,1
53,70,30000,1
26,70,40000,1
40,71,70000,0
33,71,30000,1
34,70,60000,1
22,71,20000,1
27,72,40000,1
30,72,80000,1
22,72,50000,1
25,72,30000,1
42,70,70000,1
43,63,30000,1
51,75,150000,1
21,72,20000,1
42,76,100000,1
33,71,150000,1
47,69,100000,1
27,67,50000,1
27,72,50000,1
47,75,150000,1
23,66,20000,1
23,67,20000,1
25,71,20000,1
35,67,80000,1
35,69,100000,1
21,74,20000,1
28,70,1000000,1
30,66,80000,1
24,67,20000,1
25,67,40000,1
24,69,40000,1
38,68,100000,1
43,64,80000,1
25,68,20000,1
28,63,60000,1
30,75,30000,1
34,75,70000,1
29,71,100000,1
34,67,150000,1
32,72,20000,1
22,78,20000,1
51,74,150000,1
59,67,80000,1
34,68,150000,1
34,74,100000,1
38,70,100000,1
38,75,100000,1
43,72,100000,1
35,66,80000,1
29,71,150000,1
32,71,70000,1
26,70,30000,1
41,75,100000,1
43,75,80000,1
35,72,20000,0
48,72,100000,1
50,70,20000,1
51,73,100000,1
22,71,40000,1
29,73,150000,1
22,68,1000000,1
41,72,250000,1
33,69,80000,1
44,73,80000,1
26,67,50000,1
31,75,30000,1
38,70,60000,0
44,70,100000,1
35,72,100000,1
35,69,150000,1
27,68,50000,1
41,80,1000000,1
40,76,60000,1
36,70,80000,1
24,68,250000,1
33,71,150000,1
38,71,100000,1
31,73,80000,1
36,71,150000,1
30,66,100000,1
32,72,20000,1
62,73,50000,1
30,68,60000,1
23,71,20000,1
23,71,20000,1
29,71,30000,1
58,72,100000,1
30,74,60000,1
31,74,40000,1
38,78,100000,1
35,72,100000,1
26,67,100000,1
35,73,40000,1
29,69,20000,0
29,68,100000,1
37,68,20000,1
37,69,250000,1
28,71,1000000,1
30,65,250000,1
33,68,50000,1
33,74,80000,1
20,70,20000,1
26,76,20000,1
34,69,20000,1
31,72,1000000,1
37,71,50000,1
43,68,80000,1
31,68,80000,1
33,69,40000,1
24,71,50000,1
29,73,100000,1
30,73,40000,1
30,66,80000,1
37,68,100000,1
29,69,30000,1
54,73,250000,1
23,72,40000,1
26,70,80000,1
26,82,30000,0
35,68,60000,1
20,66,20000,1
30,78,1000000,1
30,69,150000,1
56,69,150000,1
22,69,30000,1
42,68,150000,1
39,73,70000,1
25,69,20000,1
24,71,20000,1
41,72,30000,1
20,65,80000,1
31,72,20000,1
56,71,100000,1
23,69,80000,1
32,70,30000,1
31,72,1000000,1
24,70,20000,1
25,72,80000,1
29,67,150000,1
27,72,80000,1
34,69,100000,1
19,71,20000,1
39,69,60000,0
25,71,20000,1
33,67,40000,1
30,72,20000,1
27,71,60000,1
24,74,20000,1
41,76,150000,1
39,74,20000,1
20,72,40000,1
25,72,20000,0
42,72,80000,1
36,70,100000,1
32,68,70000,1
27,71,20000,1
24,68,80000,1
26,76,30000,1
33,71,20000,1
28,71,80000,1
52,73,80000,1
32,69,80000,1
34,66,20000,1
27,74,70000,1
27,69,1000000,1
28,72,50000,1
57,70,40000,1
42,72,100000,1
42,67,150000,1
31,76,40000,1
28,68,80000,1
23,71,20000,1
23,70,1000000,1
40,76,70000,1
27,65,50000,1
24,66,1000000,1
33,65,150000,1
34,68,100000,1
39,70,20000,1
35,75,20000,1
52,72,60000,1
47,72,1000000,1
27,72,20000,1
68,73,40000,1
40,62,30000,0
32,70,150000,1
38,71,150000,1
28,74,30000,1
27,67,40000,1
28,70,100000,1
33,71,70000,1
29,73,60000,1
27,69,100000,1
26,70,150000,1
32,75,250000,1
41,72,150000,1
37,68,20000,1
29,70,80000,1
31,72,100000,1
28,72,100000,1
68,69,50000,1
33,68,20000,1
31,69,60000,1
23,72,1000000,1
56,72,150000,1
29,72,70000,1
31,67,30000,1
35,70,30000,1
22,72,40000,1
27,70,20000,1
52,70,60000,1
52,80,150000,1
43,67,40000,1
24,70,20000,1
32,69,50000,1
22,73,20000,1
24,72,100000,0
34,69,150000,1
22,70,20000,1
26,70,20000,1
37,66,100000,1
25,73,1000000,1
36,74,80000,1
38,67,70000,1
29,69,40000,1
22,74,50000,1
45,69,100000,1
54,74,250000,1
38,71,40000,1
45,71,100000,1
20,74,50000,1
35,68,1000000,1
30,65,80000,1
42,69,50000,1
30,71,20000,1
34,75,50000,0
30,67,20000,0
23,66,70000,1
28,71,20000,1
27,71,20000,1
40,74,250000,1
28,69,1000000,1
28,74,150000,1
23,71,40000,1
25,67,1000000,1
32,73,20000,1
30,72,20000,1
31,68,20000,1
26,65,1000000,1
32,69,20000,1
26,75,20000,1
29,70,100000,1
26,74,80000,1
29,68,1000000,1
27,74,50000,1
30,69,40000,1
26,67,20000,0
37,72,60000,1
22,70,20000,1
19,67,20000,1
24,71,1000000,1
27,72,80000,1
23,71,1000000,1
44,67,40000,1
29,66,20000,1
43,72,40000,1
36,70,100000,1
18,68,20000,1
22,76,20000,1
28,74,30000,1
31,67,50000,1
27,75,1000000,1
29,69,50000,1
23,69,20000,1
25,67,30000,1
29,71,100000,1
45,70,70000,1
37,71,250000,1
47,74,150000,1
35,68,40000,1
32,68,80000,1
24,74,30000,1
26,69,40000,1
38,71,100000,1
49,68,80000,1
34,73,50000,1
21,70,30000,1
30,74,70000,1
24,68,40000,1
34,67,250000,1
34,70,150000,1
26,74,100000,1
42,67,30000,1
27,75,30000,1
27,75,1000000,1
29,71,80000,1
52,70,30000,1
33,70,150000,0
44,69,20000,1
24,72,20000,1
25,66,20000,1
42,64,100000,1
20,68,20000,1
26,75,60000,1
25,68,40000,1
36,75,80000,1
28,70,40000,1
27,72,80000,1
28,69,40000,1
44,70,100000,1
27,66,70000,1
27,75,50000,1
51,75,150000,1
25,69,30000,1
25,71,20000,1
29,75,100000,1
25,72,20000,1
40,64,60000,0
62,72,20000,1
31,73,20000,1
64,72,100000,1
28,72,100000,1
30,76,150000,1
25,68,20000,1
36,66,100000,1
25,73,150000,1
27,79,70000,1
27,71,40000,1
22,68,500000,1
28,73,1000000,1
25,71,30000,1
38,70,20000,1
44,70,100000,1
31,74,150000,1
54,71,100000,1
26,68,1000000,1
27,69,100000,1
25,73,20000,1
23,73,20000,0
25,69,80000,1
47,71,30000,1
32,76,100000,1
33,69,150000,1
35,72,100000,1
39,74,1000000,1
22,72,70000,1
31,72,70000,1
27,70,60000,1
29,70,50000,1
25,74,40000,1
31,68,60000,1
27,66,50000,1
27,71,1000000,1
37,61,30000,1
32,73,1000000,0
30,70,60000,1
54,69,100000,1
40,68,100000,1
34,68,100000,1
29,68,100000,1
31,69,1000000,1
23,72,20000,1
56,69,150000,1
19,70,20000,1
23,66,20000,1
49,72,250000,1
36,73,60000,1
38,73,100000,1
31,71,40000,1
22,70,20000,1
36,67,150000,1
35,73,40000,1
30,70,20000,1
27,68,20000,1
24,72,20000,1
24,71,1000000,1
39,68,100000,1
36,68,50000,1
25,67,20000,1
35,69,30000,1
48,69,150000,1
24,76,30000,1
21,71,150000,1
37,71,250000,1
31,69,80000,1
37,71,100000,1
41,74,100000,1
22,67,20000,1
33,70,80000,1
42,70,80000,1
24,74,20000,0
25,71,60000,1
20,70,20000,1
35,73,150000,1
24,73,70000,1
20,67,20000,1
22,73,40000,1
28,69,30000,1
37,71,100000,1
39,69,50000,1
47,69,20000,1
40,74,70000,0
23,75,30000,1
28,70,30000,0
23,67,50000,1
24,66,80000,1
25,71,50000,1
32,70,100000,1
23,75,20000,1
32,66,70000,1
31,69,1000000,1
26,64,1000000,1
21,66,20000,1
45,69,40000,1
24,65,30000,1
37,68,80000,1
29,72,20000,1
26,66,30000,1
19,71,20000,1
26,71,100000,1
28,67,100000,1
25,69,50000,1
29,69,20000,1
23,73,20000,1
23,70,20000,1
26,73,50000,0
25,72,20000,1
22,66,20000,1
37,71,150000,1
21,80,30000,1
40,68,100000,1
45,72,80000,1
23,69,50000,1
32,71,30000,1
39,74,60000,1
26,68,60000,1
26,67,70000,1
62,68,80000,1
33,67,1000000,1
32,67,60000,0
23,71,500000,1
33,69,100000,1
42,64,100000,1
28,71,30000,1
29,70,100000,1
44,76,100000,1
69,65,20000,1
19,75,60000,1
29,65,40000,1
34,74,20000,1
20,71,20000,1
28,70,20000,1
24,75,20000,1
27,72,60000,1
30,75,70000,1
35,74,60000,1
28,74,30000,1
22,70,80000,1
26,64,30000,1
30,72,20000,1
28,73,60000,1
36,66,70000,1
27,73,80000,1
28,68,50000,1
32,72,80000,1
24,69,1000000,1
24,67,80000,1
28,70,40000,1
40,72,250000,1
28,73,20000,1
32,70,100000,1
20,68,40000,1
23,70,60000,1
24,68,20000,1
48,73,100000,1
25,67,80000,1
32,70,20000,1
29,71,30000,1
23,70,20000,1
38,67,100000,1
41,72,100000,1
20,69,20000,1
26,72,80000,1
51,72,70000,1
25,69,1000000,1
20,70,20000,1
43,72,100000,1
30,68,80000,1
25,74,40000,1
23,76,100000,1
29,71,20000,1
38,74,150000,1
39,68,100000,1
23,67,50000,1
24,66,30000,1
31,73,50000,1
39,73,20000,1
23,70,1000000,1
28,72,30000,1
33,68,1000000,1
25,68,60000,1
27,72,50000,1
39,74,150000,1
27,66,20000,0
44,71,80000,1
40,70,150000,1
28,74,20000,1
40,67,70000,1
28,68,1000000,0
30,73,60000,1
25,62,20000,1
27,68,100000,1
43,70,70000,1
23,73,20000,1
27,73,20000,1
26,67,60000,1
36,71,150000,0
35,71,100000,1
25,70,80000,1
31,69,100000,1
37,67,80000,1
26,70,100000,1
35,73,80000,1
40,70,40000,1
29,70,60000,1
25,69,20000,1
24,74,20000,1
39,73,100000,0
30,70,150000,1
29,72,100000,1
28,64,250000,1
32,72,30000,1
23,74,20000,1
27,75,30000,1
21,70,20000,1
31,66,40000,1
28,70,100000,1
29,72,20000,1
33,72,80000,1
43,70,60000,1
26,71,20000,1
39,71,150000,1
39,76,100000,1
24,74,1000000,1
30,68,20000,1
25,65,20000,1
25,68,100000,1
22,66,20000,1
31,74,60000,1
46,70,20000,1
28,71,20000,1
23,76,20000,1
29,73,80000,1
36,72,80000,1
28,72,40000,1
34,74,100000,1
61,73,70000,1
26,72,30000,0
41,71,70000,1
23,71,30000,1
54,73,20000,1
23,72,20000,1
30,67,20000,1
24,70,20000,1
27,67,50000,1
32,73,20000,1
24,74,20000,1
49,75,80000,1
28,74,1000000,1
19,73,20000,1
29,74,50000,1
23,71,20000,1
24,70,20000,1
32,69,30000,1
36,69,150000,1
38,72,250000,1
21,71,80000,1
22,66,20000,1
44,74,1000000,1
27,73,60000,1
30,74,60000,1
33,70,30000,1
23,72,20000,1
41,69,50000,1
28,73,60000,1
37,73,150000,1
24,69,20000,0
49,71,80000,1
33,66,100000,0
32,72,1000000,1
28,68,70000,1
24,71,20000,1
31,69,1000000,1
25,71,20000,1
27,69,150000,1
25,70,40000,1
32,70,100000,1
33,69,150000,1
35,74,150000,1
26,74,30000,1
26,74,30000,1
18,68,20000,1
31,69,50000,1
26,69,20000,1
20,68,30000,1
27,72,40000,1
37,73,60000,1
54,71,150000,1
54,70,100000,1
34,72,80000,1
37,69,100000,1
30,76,100000,1
34,74,250000,1
35,70,50000,0
20,69,20000,1
27,66,30000,1
53,69,50000,0
49,77,100000,1
23,69,20000,1
29,69,100000,1
36,69,100000,1
48,66,100000,1
26,72,80000,1
35,72,20000,1
47,68,80000,1
33,73,50000,1
26,73,30000,1
25,66,30000,1
22,70,1000000,1
34,66,70000,1
21,67,30000,1
22,72,20000,1
34,71,20000,1
47,72,50000,1
24,72,20000,1
37,69,20000,1
30,70,40000,1
40,77,40000,1
43,67,100000,1
33,73,100000,1
43,72,50000,1
29,71,30000,1
32,73,40000,1
32,66,80000,1
27,73,30000,1
41,72,60000,1
28,66,20000,1
31,70,40000,1
36,73,100000,1
22,70,60000,1
24,71,70000,1
30,68,80000,1
35,76,80000,1
29,71,20000,0
35,71,40000,1
27,70,30000,0
27,72,30000,1
40,67,80000,1
31,70,20000,1
55,75,100000,1
34,70,250000,1
24,72,40000,1
33,70,70000,1
28,78,250000,1
21,72,40000,1
30,73,50000,1
29,69,100000,1
26,71,80000,1
33,73,80000,1
37,71,20000,1
19,75,20000,1
38,74,60000,1
42,72,40000,1
26,71,40000,1
26,69,20000,1
23,69,80000,1
18,73,20000,1
28,72,500000,1
28,69,100000,1
45,73,30000,1
41,67,60000,1
26,73,40000,1
26,69,60000,1
25,72,20000,1
40,75,250000,1
32,69,80000,1
31,77,40000,1
30,66,250000,1
24,73,80000,1
32,72,50000,1
21,65,20000,1
26,70,60000,0
37,65,60000,1
56,70,20000,1
27,72,70000,1
27,77,150000,1
24,70,20000,1
37,68,70000,1
19,66,1000000,1
27,72,100000,1
34,71,150000,1
55,71,50000,1
42,75,80000,1
28,66,40000,1
26,71,40000,1
38,71,60000,0
58,60,40000,1
27,70,20000,1
27,68,20000,1
24,73,40000,1
30,67,20000,1
38,70,100000,1
23,69,40000,1
23,69,1000000,1
38,70,20000,1
63,71,80000,1
33,71,20000,1
32,77,100000,1
38,72,80000,1
30,72,1000000,1
51,72,250000,1
32,70,80000,1
20,70,20000,1
31,65,100000,1
35,71,80000,1
34,70,100000,1
31,68,150000,1
24,70,20000,1
48,71,80000,1
34,68,150000,1
33,71,80000,1
34,71,80000,0
32,72,50000,1
45,71,80000,1
29,69,80000,1
28,66,50000,1
27,70,20000,1
28,73,20000,1
27,67,100000,1
24,73,20000,1
25,69,20000,1
26,66,100000,1
29,71,1000000,1
32,68,150000,1
22,71,20000,1
26,71,20000,1
30,71,50000,1
53,70,100000,1
57,73,60000,1
27,72,80000,1
26,73,100000,1
33,69,20000,1
41,75,20000,1
26,72,40000,1
59,74,50000,1
24,72,60000,1
23,69,50000,1
41,72,30000,1
38,71,20000,1
43,72,500000,1
32,72,80000,1
24,72,20000,1
23,72,70000,1
30,70,30000,0
54,70,80000,1
41,70,80000,1
39,72,20000,1
31,72,80000,1
20,70,20000,1
48,73,150000,1
26,72,70000,1
26,70,50000,1
23,72,20000,1
27,71,150000,1
26,66,20000,1
58,70,150000,1
29,70,1000000,1
27,68,20000,1
40,72,30000,1
27,70,20000,1
66,72,250000,1
26,69,50000,1
32,70,100000,1
26,73,80000,1
19,66,20000,1
39,73,60000,1
33,74,20000,1
22,72,20000,1
21,72,20000,1
30,71,100000,1
34,73,150000,1
35,67,50000,0
26,71,150000,1
46,69,150000,1
55,74,30000,1
24,70,50000,1
38,72,60000,1
24,64,40000,1
27,67,70000,1
30,71,80000,1
24,65,20000,1
40,74,60000,1
32,66,30000,1
32,71,20000,1
26,72,20000,1
65,74,40000,1
23,71,20000,1
21,67,20000,1
28,71,80000,1
54,70,30000,1
39,73,60000,1
26,70,20000,1
39,72,100000,1
28,72,100000,1
25,72,40000,1
28,74,20000,0
23,68,50000,1
29,71,80000,1
43,65,50000,1
35,71,100000,1
26,70,20000,1
27,73,100000,1
26,69,100000,1
54,70,100000,1
27,68,100000,1
43,75,60000,1
33,71,40000,1
25,71,70000,0
46,70,100000,1
26,70,30000,1
29,73,30000,1
48,69,150000,1
22,71,20000,0
25,72,40000,1
28,68,80000,1
26,70,50000,1
39,74,40000,1
29,67,20000,1
42,72,50000,1
57,64,20000,1
30,64,60000,0
43,70,70000,1
30,68,40000,1
46,67,20000,1
29,69,20000,1
36,74,1000000,1
38,70,70000,1
33,70,70000,1
31,71,1000000,1
41,73,30000,1
38,63,50000,1
19,71,60000,1
40,75,80000,1
39,70,150000,1
23,74,30000,0
32,73,40000,1
38,74,100000,1
48,67,70000,1
32,72,40000,1
38,69,40000,1
31,70,40000,1
42,70,60000,1
27,72,100000,1
48,70,100000,1
26,73,30000,1
40,75,40000,1
31,75,70000,1
29,68,100000,1
27,69,30000,1
33,69,100000,1
27,72,20000,1
32,71,60000,1
48,69,60000,1
25,75,20000,1
25,66,1000000,1
31,71,150000,1
31,70,20000,1
28,73,40000,1
47,64,80000,1
34,67,80000,1
56,68,20000,1
24,73,20000,1
27,74,30000,1
36,75,100000,1
24,71,60000,1
57,72,80000,1
49,76,50000,1
52,75,30000,1
23,70,40000,1
42,70,40000,1
48,76,80000,1
62,69,20000,1
23,72,100000,1
41,74,70000,1
21,68,20000,1
28,67,80000,1
33,68,150000,1
29,72,100000,1
25,75,100000,1
23,65,20000,1
43,76,50000,1
40,68,50000,0
30,64,50000,1
25,67,20000,1
26,71,70000,1
25,70,80000,1
38,72,100000,1
26,73,80000,1
34,72,100000,1
32,72,150000,1
23,68,40000,1
28,76,70000,1
34,69,80000,1
20,66,20000,1
32,70,100000,1
31,72,70000,1
26,72,30000,1
30,73,250000,1
34,80,100000,1
28,78,80000,1
53,71,1000000,1
25,72,20000,0
28,71,60000,1
20,67,40000,1
28,69,40000,1
24,71,20000,1
32,69,60000,1
28,73,60000,1
32,71,150000,1
34,70,70000,1
31,74,150000,1
23,68,30000,0
25,71,500000,1
38,75,100000,1
38,72,70000,1
23,70,30000,1
36,70,30000,1
24,68,70000,1
23,74,20000,1
28,68,40000,1
21,74,70000,1
35,72,20000,1
37,70,30000,1
32,69,1000000,1
31,69,40000,1
20,73,30000,1
32,67,150000,1
23,71,80000,0
35,72,100000,1
23,69,40000,1
43,71,150000,1
29,69,60000,1
27,69,70000,1
43,67,80000,1
39,68,1000000,1
48,71,100000,1
23,71,20000,1
38,68,100000,1
51,70,40000,0
38,69,100000,0
24,68,20000,1
21,71,60000,1
20,70,20000,1
24,64,50000,1
55,73,50000,1
25,62,30000,1
64,70,100000,1
65,73,50000,1
38,72,150000,1
26,69,70000,1
24,74,20000,1
32,70,50000,1
24,67,30000,1
59,72,100000,1
27,67,30000,1
24,71,50000,1
28,72,50000,1
44,70,100000,1
38,70,30000,1
26,69,50000,1
28,72,60000,1
47,69,70000,1
26,71,1000000,1
32,71,100000,1
40,69,150000,1
24,71,50000,1
29,72,20000,1
35,61,80000,0
46,70,100000,1
27,71,40000,1
22,72,40000,1
32,69,100000,1
21,73,20000,1
34,69,40000,1
22,67,20000,1
28,71,40000,1
39,72,100000,1
25,70,20000,1
34,66,20000,1
27,67,100000,1
35,70,50000,1
43,67,40000,1
27,66,60000,1
39,71,40000,1
23,73,20000,1
34,72,80000,1
26,70,30000,1
27,72,70000,1
56,68,80000,1
33,70,40000,1
20,72,20000,1
25,71,80000,0
39,74,80000,1
30,66,80000,1
25,71,30000,1
30,69,30000,1
26,69,20000,1
32,72,100000,1
36,72,1000000,1
34,74,60000,1
33,74,150000,1
35,70,60000,1
25,69,20000,0
40,70,60000,1
29,71,80000,1
42,74,100000,1
38,69,70000,1
20,67,20000,1
29,71,100000,1
37,70,100000,1
31,71,30000,1
22,72,1000000,1
27,74,70000,1
47,72,100000,1
36,75,50000,1
28,72,1000000,1
46,72,70000,1
60,74,100000,1
24,72,20000,1
35,71,40000,1
48,70,100000,1
42,70,100000,1
58,69,150000,1
37,69,40000,1
25,61,30000,1
35,76,20000,1
30,65,100000,1
59,81,30000,1
34,70,100000,1
28,71,20000,1
23,69,20000,1
59,72,150000,1
25,64,30000,1
28,73,30000,1
29,67,100000,1
25,70,100000,1
24,68,30000,1
32,69,150000,1
28,72,60000,1
29,66,20000,1
26,72,60000,1
57,67,50000,1
56,62,40000,1
32,70,70000,1
29,69,80000,1
25,63,30000,1
28,67,20000,1
23,66,30000,1
50,76,80000,1
50,76,80000,1
27,70,60000,1
57,74,80000,1
29,65,20000,1
32,72,100000,1
41,68,50000,1
26,68,40000,1
33,71,20000,1
21,74,20000,1
33,71,80000,1
24,70,50000,1
52,74,80000,1
22,69,20000,1
24,70,50000,1
44,72,150000,1
25,74,100000,1
24,76,100000,1
23,73,20000,1
43,69,100000,1
42,70,1000000,1
34,69,70000,1
36,72,60000,1
25,68,40000,1
51,68,20000,1
36,68,250000,1
56,67,80000,1
27,69,20000,1
24,67,40000,1
28,72,100000,1
32,74,80000,1
28,76,20000,1
22,71,20000,1
57,63,20000,1
32,70,80000,1
33,67,40000,1
26,75,20000,0
29,68,150000,1
45,67,150000,1
27,76,20000,1
29,71,70000,1
26,67,100000,1
30,72,70000,1
24,71,20000,1
27,70,20000,1
27,72,20000,1
45,70,20000,1
24,74,30000,1
27,73,60000,1
31,73,70000,1
25,73,40000,1
32,68,150000,1
32,76,50000,1
23,67,20000,1
31,69,70000,1
27,66,20000,1
33,76,40000,1
43,70,80000,1
38,72,50000,1
23,70,20000,1
30,69,40000,1
24,70,100000,1
43,72,80000,1
27,71,1000000,1
28,74,150000,1
42,71,60000,1
45,71,70000,1
48,67,70000,1
31,67,250000,1
37,75,80000,1
34,72,30000,1
22,72,80000,1
31,69,150000,1
41,67,30000,1
24,72,20000,1
28,67,30000,1
18,72,20000,1
44,72,150000,1
38,74,150000,1
22,72,40000,1
26,71,30000,1
51,72,80000,1
31,70,70000,1
25,73,1000000,1
54,67,80000,1
22,75,20000,1
62,70,100000,1
44,67,100000,1
38,71,100000,1
26,74,1000000,1
36,72,30000,1
64,71,60000,1
26,70,50000,1
40,70,60000,1
34,73,30000,1
25,66,20000,1
63,72,50000,1
46,71,80000,1
31,70,150000,1
29,69,20000,0
21,66,20000,1
39,70,50000,1
22,73,20000,1
27,74,80000,1
35,68,100000,1
47,72,30000,1
28,66,150000,1
28,67,40000,1
34,70,60000,1
37,62,20000,1
27,67,60000,1
25,71,150000,1
26,74,80000,1
57,75,50000,1
21,70,30000,1
19,71,20000,1
31,69,40000,1
43,72,80000,1
23,72,40000,1
28,72,40000,1
23,72,20000,1
33,70,70000,1
34,69,80000,0
37,65,20000,1
35,65,20000,0
38,73,70000,1
30,70,40000,1
25,64,50000,1
18,69,20000,1
37,72,50000,1
46,68,20000,1
30,74,40000,1
36,68,30000,1
32,64,30000,1
24,70,80000,1
48,75,80000,1
26,71,30000,1
28,66,100000,0
26,73,20000,1
25,69,1000000,1
25,71,20000,1
22,74,100000,1
27,72,80000,1
32,74,80000,0
27,69,20000,1
20,71,20000,1
38,74,80000,1
36,69,60000,1
30,70,50000,1
29,72,150000,1
29,76,100000,1
48,71,30000,1
20,70,20000,0
30,69,50000,1
27,74,70000,1
62,73,100000,1
29,66,100000,0
40,75,100000,1
34,69,50000,1
31,72,50000,1
35,72,80000,1
34,69,50000,0
42,74,250000,1
22,74,30000,1
34,60,40000,1
26,66,100000,1
23,74,100000,1
33,72,70000,1
38,72,250000,1
32,64,20000,1
24,74,20000,1
44,68,100000,1
65,67,50000,1
29,72,1000000,1
32,69,150000,1
36,73,20000,1
24,69,70000,1
27,70,20000,1
28,68,20000,0
37,69,30000,1
22,70,1000000,1
29,73,1000000,1
26,72,20000,1
38,69,100000,1
20,71,20000,1
27,67,60000,1
23,71,30000,1
28,69,100000,1
27,67,80000,1
23,71,70000,1
33,69,80000,1
28,68,30000,1
23,69,20000,1
29,77,60000,0
19,70,20000,1
24,67,40000,1
21,65,30000,1
26,71,70000,1
24,67,50000,1
23,69,20000,1
26,70,50000,1
29,70,1000000,1
33,71,50000,1
26,61,20000,1
22,70,30000,1
21,69,20000,1
33,71,20000,1
25,73,20000,1
36,71,100000,1
32,76,70000,1
43,76,100000,1
27,70,100000,1
21,66,20000,1
30,66,70000,1
18,69,20000,1
28,70,150000,1
26,71,50000,0
24,71,50000,1
37,68,80000,1
38,73,20000,1
24,70,80000,1
20,69,20000,1
29,69,60000,1
42,73,80000,1
29,70,100000,1
25,71,20000,1
32,69,100000,1
29,61,20000,1
29,73,100000,1
22,71,20000,1
28,69,100000,1
32,72,80000,1
29,70,60000,1
28,71,20000,1
26,67,20000,1
31,75,50000,0
30,73,100000,1
55,72,50000,1
45,67,70000,1
29,67,150000,1
33,73,150000,1
30,75,30000,1
44,65,150000,1
30,68,20000,1
23,70,20000,1
28,74,1000000,1
25,74,500000,1
29,71,30000,1
48,70,50000,1
29,75,150000,1
55,70,60000,1
30,69,100000,1
34,68,80000,1
30,70,30000,1
25,71,40000,1
30,72,40000,1
35,74,70000,1
23,69,20000,0
32,72,100000,1
28,71,150000,1
41,76,40000,1
24,71,30000,1
20,71,20000,1
28,73,40000,1
29,72,70000,1
39,66,100000,1
28,72,50000,1
42,71,80000,1
31,72,100000,1
32,74,150000,1
22,70,20000,1
32,72,60000,1
24,66,100000,1
24,72,20000,1
45,73,70000,1
52,70,150000,1
32,73,100000,1
40,68,100000,1
22,69,20000,1
32,66,80000,0
21,70,20000,1
42,74,40000,1
30,71,80000,1
29,70,20000,1
20,76,20000,1
35,72,50000,1
20,74,20000,1
25,68,20000,1
26,72,80000,1
23,71,40000,1
34,70,80000,1
20,65,20000,1
22,69,40000,1
23,72,20000,1
30,67,40000,1
47,68,50000,1
26,72,20000,1
28,67,20000,0
40,73,100000,1
25,67,1000000,1
20,72,20000,1
21,66,20000,1
22,67,30000,1
29,69,70000,1
26,69,80000,1
35,72,100000,1
62,69,100000,1
40,71,100000,1
38,72,80000,1
45,66,80000,1
39,72,100000,1
40,74,100000,1
26,65,60000,1
28,72,100000,1
24,68,20000,1
27,75,60000,1
27,68,20000,1
40,72,20000,1
29,74,70000,1
30,68,20000,1
34,69,40000,1
47,74,100000,1
32,70,80000,1
25,73,50000,1
35,69,100000,1
32,74,80000,1
22,69,20000,1
27,74,80000,1
32,69,50000,1
23,68,40000,1
35,68,40000,1
27,67,50000,1
32,74,100000,1
65,68,30000,1
30,68,70000,1
32,61,80000,1
19,67,20000,1
47,70,100000,0
25,73,30000,1
38,69,60000,1
29,71,80000,1
44,70,150000,1
29,74,100000,1
28,73,100000,1
26,72,20000,1
28,74,30000,1
23,73,20000,1
39,67,100000,1
29,66,50000,1
